CID,HA,Dipole,DonorType,SMILES,mlp_adsorption_energy,dft_adsorption_energy
59986257,11.0,1.1794539247469569,amine_primary,CC1CCC(CC1)CC(C)N,-1.2044551074504852,
84647987,9.0,1.1839274607352428,amine_primary,CC(C)CC1CC1(C)N,-0.9454562366008759,
63407901,18.0,1.187444692713307,amine_primary,CCC1CCC(CC1)(CC2=C(C=CC(=C2)C)C)N,-1.3432906866073608,
14850215,17.0,1.189987594477354,amine_primary,CC(C)(CC1=CC=C(C=C1)C2=CC=CC=C2)N,-1.4103912711143494,
20349140,14.0,1.1922256523204824,amine_primary,C1C=CC=CC1CC2=CC=CC=C2N,-1.3224559724330902,
70470174,20.0,1.1923728544738008,amine_primary,C[C@@]12CCC[C@]1([C@@H]3CCC4CCCC[C@@]4([C@H]3CC2)C)N,-1.3882461786270142,
81707699,20.0,1.1926033472152424,amine_primary,CC(C)(C)C1=CC=CC=C1C(CC2=CC(=CC=C2)F)N,-1.5138804912567139,
83904930,10.0,1.1947622927503194,amine_primary,CC1CCCCC(C1N)C,-1.108934462070465,
64733563,19.0,1.1963965375133785,amine_primary,CCCCCCCCCCC1(CCC(C(C1)C)C)N,-1.1116127669811249,
18681697,12.0,1.1976248924337705,amine_primary,CC1C=CC(CC(C1C)N)(C)C,-1.022580862045288,
81416383,16.0,1.1998460449186803,amine_primary,CCC1(C(CC1N)C2=C(C=CC(=C2)C)C)C,-1.2045020759105682,
54423013,8.0,1.2056081133394885,amine_primary,CC(C)(CC1CC1)N,-1.0289949178695679,
114191866,17.0,1.2071390942037292,amine_primary,CC1(CCCC(CC1)(CCC2CCCC2)N)C,-1.3197492361068726,
64250905,17.0,1.2082679321346737,amine_primary,CC1CCCC(C1)C(C2=C(C=C(C=C2)Cl)F)N,-1.0334562063217163,
21040636,17.0,1.2093505711467625,amine_primary,CCC(C)CCCCCCC(C)CCC(C)N,-1.3883616030216217,
54319972,16.0,1.2095608997541216,amine_primary,C[C@H]1CCC[C@]2([C@H]1CCC[C@@H]2[C@H](C)CN)C,-1.3337377607822418,
64596016,18.0,1.2102165054514007,amine_primary,CC1=CC=CC(=C1C)C2(CCCC(C2)C3CC3)N,-1.2699640691280365,
63408113,20.0,1.2103638587866874,amine_primary,CCCC(CC1=C(C=CC=C1Cl)Cl)(C2=CC=CC=C2)N,-0.9589901529252529,
65020291,20.0,1.2106336224613952,amine_primary,CCCCC1CCC(CC1)(CC2=CC(=CC(=C2)C)C)N,-1.3530501127243042,
90916308,9.0,1.211221059171694,amine_primary,C1C=CC=CC=C1CN,-1.065870851278305,
81415991,15.0,1.2113311555879342,amine_primary,CCC1C(CC1N)C2=CC=C(C=C2)CC,-1.3324848115444183,
65423949,19.0,1.2121276131146423,amine_primary,CCCC1CCC(CC1)C(C2=CC=CC(=C2C)C)N,-1.3073059022426605,
87112367,11.0,1.2124277607659766,amine_primary,C/C=C/C(C)CCCC(C)N,-1.1670313775539398,
10704404,17.0,1.2127592277554518,amine_primary,CCC1=CC=CC=C1C(C2=CC=CC=C2C)N,-1.4883764386177063,
